nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Ffatigue,smax,f,E
1383,0.3906805347983834,1.557420109950948,1.2265835100092795,0.006825046866297577,1.2156110801742388,-0.1499063377991721,-0.6400008956287022,-0.10040532778227884,-0.19509985942982933,-0.2540066589674724,-1.400032897452595
673,0.05433188890164693,-0.6764276484550528,-0.7495736559238066,-0.764169902582911,-0.7651929725702717,-0.1499063377991721,-0.6400008956287022,0.42859440367896795,0.45834459233893204,1.3243953029050692,0.6716800021723744
3743,0.17260833581038967,-0.6764276484550528,-0.7495736559238066,1.1633174710401255,-0.7092079320485558,-0.1499063377991721,-0.6400008956287022,0.4920157159054376,0.5140189472487897,0.1694670381202828,0.6293637851299378
1802,0.22805042029886224,1.557420109950948,1.4799369928212136,1.8058132622477943,1.5558534990591895,-0.1499063377991721,-0.4022862772523271,-0.0655785956347955,-0.17931066306976903,0.10530435674335015,-1.5131730988081622
669,0.05433188890164693,-0.6764276484550528,-0.7073480754551511,-1.192500430054685,-0.7365339637317745,-0.1499063377991721,-0.6400008956287022,0.5986954954308865,0.6386458008939342,1.3243953029050692,0.589274737405524
1144,0.14919945569303464,-0.6764276484550528,-0.766463888111269,1.5488149457647298,-0.7148730849584914,-0.1499063377991721,-0.6400008956287022,0.3717718407014951,0.3839641612933467,0.8945053376796209,0.43381831900752077
668,0.05433188890164693,-0.6764276484550528,-0.7917992363924622,-0.33583937511112166,-0.7945184699864083,-0.1499063377991721,-0.6400008956287022,0.9388976789347236,1.0378271218812904,-1.2421119521722344,0.7585396055752704
1166,-0.13170710571522923,-0.6764276484550528,-0.6651224949864952,-1.9634953795038934,-0.7182055278466886,-0.1499063377991721,-0.6400008956287022,0.6518520866033611,0.6913779121109066,-0.6004851384029084,0.5710119489977358
1165,-0.13170710571522923,-0.6764276484550528,-0.6566773788927642,-1.0211682190659754,-0.6818819003653377,-0.1499063377991721,-0.6400008956287022,0.48688335537844,0.5015270932272898,0.1245531611564298,0.5897201712691289
1396,0.3906805347983834,1.557420109950948,1.201248161728086,0.2209903106021922,1.200615087177351,-0.1499063377991721,-0.4022862772523271,-0.08390845465978673,-0.18349575126159223,0.3042086690118412,-1.426758929268871
1215,-0.13047505939326343,-0.6764276484550528,-0.7580187720175376,-1.4066656937905797,-0.7918525156758505,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.7297665847068123,-1.1137865894183692,0.7478491928487604
2709,-0.09474571605624751,-0.6764276484550528,-0.7411285398300756,1.2489835765344803,-0.6985441148063245,-0.1499063377991721,1.7371452881350489,-1.567893841323076,-1.7300380231654282,-1.8709062296661736,0.7834839019371272
902,-0.19577351445746521,-0.6764276484550528,-0.6989029593614198,-1.792163168515184,-0.7461980481075465,-0.1499063377991721,-0.6400008956287022,0.48175099485144246,0.512256137500873,0.1245531611564298,0.6890519228529536
1924,0.22805042029886224,1.557420109950948,1.3785955996964399,1.8058132622477943,1.4532142581027105,-0.1499063377991721,-0.4022862772523271,-0.012788601642820792,-0.14290039580090702,-0.6903128923306139,-1.4579392997211924
1082,-0.29926540550261455,-0.6764276484550528,-0.6397871467053019,0.7349869435683363,-0.6122338440020128,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.6732298478609096,-0.6004851384029084,0.478807139231585
